content,score,at,token,lemmatized,topic,factor_label
ini sangat saya rekomendasikan bagi teman semua memang segala hal harus bertahap termasuk dalam mendapatkan limit bila pengguna baik dalam hal pembayaran secara otomatis akan menaikkan limit nasabahnya dalam hal pinjaman tunai memang perlu waktu untuk mendapatkan limitnya jika urusan lancar pasti pinjaman tunai akan diberikan pula,5,2023-08-28 21:55:00,"['rekomendasikan', 'teman', 'bertahap', 'limit', 'pengguna', 'pembayaran', 'otomatis', 'menaikkan', 'limit', 'nasabahnya', 'pinjaman', 'tunai', 'limitnya', 'urusan', 'lancar', 'pinjaman', 'tunai']",rekomendasi teman tahap limit guna bayar otomatis naik limit nasabah pinjam tunai limit urus lancar pinjam tunai,13_bayar pinjam_lunas pinjam_limit pinjam_pinjam tunai,FAC_10
sudah berapa puluh kali dan berapa puluh juta transaksi di selalu pembayaran tepat waktu dan tidak pernah terlambat bahkan pernah melakukan pinjaman tunai juga dibayar tepat waktu kok tiba tiba sekarang akun terblokir tidak bisa digunakan heran harusnya nasabah yang selalu bayar tepat waktu diprioritaskan,1,2023-05-09 8:57:51,"['puluh', 'kali', 'puluh', 'juta', 'transaksi', 'pembayaran', 'terlambat', 'pinjaman', 'tunai', 'dibayar', 'akun', 'terblokir', 'heran', 'nasabah', 'bayar', 'diprioritaskan']",puluh kali puluh juta transaksi bayar lambat pinjam tunai bayar akun blokir heran nasabah bayar prioritas,-1,Outlier
tertarik karena informasinya ada tsel didalamnya ini paling nyaman yang pernah ada pembayarannya mudah dan periodenya tidak di jadi in satu semua tidak jadi beban numpuk satu tagihan di satu tanggal keren banget kita jadi bisa manage pinjaman dan pembayaran sesuai kemampuan,5,2023-12-14 10:21:26,"['tertarik', 'informasinya', 'tsel', 'didalamnya', 'nyaman', 'pembayarannya', 'mudah', 'periodenya', 'in', 'beban', 'numpuk', 'tagihan', 'tanggal', 'keren', 'banget', 'manage', 'pinjaman', 'pembayaran', 'sesuai', 'kemampuan']",tarik informasi tsel dalam nyaman bayar mudah periode in beban numpuk tagih tanggal keren banget manage pinjam bayar sesuai mampu,-1,Outlier
minggu yang lalu dapat sms sebagai nasabah prioritas kredit barang di di beritahu ada bisa belanja di alfamart akhirnya mau di pakai tapi sih mas diminimarket tidak bisa cuma kasih tahu pakai install dapat limilited pilih ambil tunai 1 menit cairr tidak rumit,5,2021-03-12 13:54:59,"['minggu', 'sms', 'nasabah', 'prioritas', 'kredit', 'barang', 'beritahu', 'belanja', 'alfamart', 'pakai', 'sih', 'mas', 'diminimarket', 'kasih', 'pakai', 'install', 'limilited', 'pilih', 'ambil', 'tunai', '1', 'menit', 'cairr', 'rumit']",minggu sms nasabah prioritas kredit barang beritahu belanja alfamart pakai sih mas minimarket kasih pakai install limilited pilih ambil tunai 1 menit cairr rumit,-1,Outlier
pendaftaran cepat dan mudah langsung dapat limit dan cepat di setujui terima kasih edit informasi untuk yang pengguna baru pinjaman tunainya hanya sekali saja ketika dapat limit pertama setelah kita melakukan pembayaran maka pinjaman tunai tidak bisa di gunakan lagi keterangan limit pinjaman tunai hanya untuk premium saja kita baru bisa upgrade ke premium dua bulan kemudian itupun kalau di setujui intinya lebih ke limit atau untuk pembelian barang,5,2021-09-17 1:40:08,"['pendaftaran', 'cepat', 'mudah', 'langsung', 'limit', 'cepat', 'setujui', 'terima', 'kasih', 'edit', 'informasi', 'pengguna', 'pinjaman', 'tunainya', 'limit', 'pembayaran', 'pinjaman', 'tunai', 'keterangan', 'limit', 'pinjaman', 'tunai', 'premium', 'upgrade', 'premium', 'itupun', 'setujui', 'intinya', 'limit', 'pembelian', 'barang']",daftar cepat mudah langsung limit cepat tuju terima kasih edit informasi guna pinjam tunai limit bayar pinjam tunai terang limit pinjam tunai premium upgrade premium itu tuju inti limit beli barang,4_transaksi mudah_dompet digital_digital dompet_mudah transaksi,FAC_7
tidak pernah ada masalah dalam pembayaran atau tunai tapi kok disuruh tingkatkan score dan diblokir tunainya lebih baik terlambat bayarnya dan mau nyelesaikan pembayarannya haistuh uniinstal bye masih enak sebelah,1,2023-02-25 8:51:30,"['pembayaran', 'tunai', 'disuruh', 'tingkatkan', 'score', 'diblokir', 'tunainya', 'terlambat', 'bayarnya', 'nyelesaikan', 'pembayarannya', 'haistuh', 'uniinstal', 'bye', 'enak', 'sebelah']",bayar tunai suruh tingkat score blokir tunai lambat bayar nyelesaikan bayar haistuh uniinstal bye enak belah,-1,Outlier
bebas banget bebas pinjam dana daring bebas dan kreditan bebas sebebasnya mau transaksi daring hingga offline semua bisa dengan sefleksibel itu dengan kata iklannya dan benar memang fleksibel saat saya mencoba sendiri,5,2022-08-21 15:36:21,"['bebas', 'banget', 'bebas', 'pinjam', 'dana', 'daring', 'bebas', 'kreditan', 'bebas', 'sebebasnya', 'transaksi', 'daring', 'offline', 'sefleksibel', 'iklannya', 'fleksibel', 'mencoba']",bebas banget bebas pinjam dana daring bebas kredit bebas bebas transaksi daring offline fleksibel iklan fleksibel coba,4_transaksi mudah_dompet digital_digital dompet_mudah transaksi,FAC_7
jelajahi dan pinjaman daring eh yang ketemu bahkan langsung aku daftar tidak banyak perkataan apapun dalam pendaftaran pembukaann dan saja persyaratan cukup rumit dan rumit banyak ini itulah ujung ujungnya sama saja sudah pending malm ini maju oh maju dengan oesat,4,2022-08-22 19:20:45,"['jelajahi', 'pinjaman', 'daring', 'eh', 'ketemu', 'langsung', 'daftar', 'perkataan', 'apapun', 'pendaftaran', 'pembukaann', 'persyaratan', 'rumit', 'rumit', 'ujung', 'ujungnya', 'pending', 'malm', 'maju', 'oh', 'maju', 'oesat']",jelajah pinjam daring eh ketemu langsung daftar kata apa daftar pembukaann syarat rumit rumit ujung ujung pending malm maju oh maju oesat,-1,Outlier
memang sangat membantu terutama untuk 3 hari juga sering membuat program cicilan dengan bunga dengan tenor 3 dan 6 bulan hanya dikenakan biaya administrasi memang bunga mencekik lebih dari kartu kredit tapi jika ada program bunga untuk cicilan 3 dan 6 bulan jatuh masih murah semoga besok atau lusa bunga bisa di turunkan kurang dari 6 biar semangat untuk menggunakan cicilan 1 bulan limit kredit saya di tingkatkan lagi dong akan pembayaran lancar,5,2023-02-18 17:28:40,"['membantu', '3', 'program', 'cicilan', 'bunga', 'tenor', '3', '6', 'dikenakan', 'biaya', 'administrasi', 'bunga', 'mencekik', 'kartu', 'kredit', 'program', 'bunga', 'cicilan', '3', '6', 'jatuh', 'murah', 'semoga', 'besok', 'lusa', 'bunga', 'turunkan', '6', 'biar', 'semangat', 'cicilan', '1', 'limit', 'kredit', 'tingkatkan', 'pembayaran', 'lancar']",bantu 3 program cicil bunga tenor 3 6 kena biaya administrasi bunga cekik kartu kredit program bunga cicil 3 6 jatuh murah moga besok lusa bunga turun 6 biar semangat cicil 1 limit kredit tingkat bayar lancar,6_cicil bayar_bayar cicil_cicil lunas_ngikutin bayar,FAC_8
setiap pengajuan selalu ditolak dan disuruh mencoba 3 bulan lagi tapi tetap saja ditolak padahal saat isi data pengajuan akan harusnya dari data user tersebut bisa dilihat seperti misal user ada menggunakan dan lain lain dan bagaimana dengan histori transaksinya bagus apa tidaknya dari situ akan pihak bisa melihat mana yang harus diapprove mana yang ditolak saya di dan di approve walau limit pertama kecil tapi karena histori transaksi jadi naik limit,1,2019-10-31 9:04:16,"['pengajuan', 'ditolak', 'disuruh', 'mencoba', '3', 'ditolak', 'isi', 'data', 'pengajuan', 'data', 'user', 'user', 'histori', 'transaksinya', 'bagus', 'tidaknya', 'situ', 'diapprove', 'ditolak', 'approve', 'limit', 'histori', 'transaksi', 'limit']",aju tolak suruh coba 3 tolak isi data aju data user user histori transaksi bagus tidak situ diapprove tolak approve limit histori transaksi limit,9_data hapus_hapus data_data disalahgunakan_tolak data,FAC_4
sneneg banget kalau data sudah naik ke analis dan sudah setujui premium langsung dong sebabnya pakai reperlar ini rizzjgke enggak pakai lama kok untuk diproses beberapa menit saja jadi yang sangat membantu pinjaman tunai terpenuhi belanja teratasii,5,2022-11-02 10:27:56,"['sneneg', 'banget', 'data', 'analis', 'setujui', 'premium', 'langsung', 'pakai', 'reperlar', 'rizzjgke', 'pakai', 'diproses', 'menit', 'membantu', 'pinjaman', 'tunai', 'terpenuhi', 'belanja', 'teratasii']",sneneg banget data analis tuju premium langsung pakai reperlar rizzjgke pakai proses menit bantu pinjam tunai penuh belanja atas,-1,Outlier
kecewa pertama saya sudah pakai selama bulan menunggu pjnjaman tunai pembayaran lancar tidak ada menunggak tiba sudah bulan untuk pinjaman tunai disuruh upgrade ke akun premium tidak bisa meminjam tunai dan saya memakai lagi untuk bulan 3 sudah saya bayar sebelum 5 hari jatuh tempo tetapi pada saat mau peminjaman tunai bahkan tidak bisa dengan alasan melanggar ketentuan apa yang dilanggar saya tidak tahu dan bahkan disuruh upgrade tipu,1,2022-09-07 8:11:34,"['kecewa', 'pakai', 'menunggu', 'pjnjaman', 'tunai', 'pembayaran', 'lancar', 'menunggak', 'pinjaman', 'tunai', 'disuruh', 'upgrade', 'akun', 'premium', 'meminjam', 'tunai', 'memakai', '3', 'bayar', '5', 'jatuh', 'tempo', 'peminjaman', 'tunai', 'alasan', 'melanggar', 'ketentuan', 'dilanggar', 'disuruh', 'upgrade', 'tipu']",kecewa pakai tunggu pjnjaman tunai bayar lancar tunggak pinjam tunai suruh upgrade akun premium pinjam tunai pakai 3 bayar 5 jatuh tempo pinjam tunai alas langgar tentu langgar suruh upgrade tipu,13_bayar pinjam_lunas pinjam_limit pinjam_pinjam tunai,FAC_10
bertambah limitny sekarang sulit padahal yang sangat dibutuhkan but terima kasih sudah hadir ditengah masyarakat disaat yang sangat dibutuhkan dapat diandalkan up grade dengan merchat yang biasa saya belanja tidak tertera tidak dapat menyingkron akan dengan merchant yang biasa saya belanja terima kasih,5,2021-01-07 4:53:47,"['bertambah', 'limitny', 'sulit', 'dibutuhkan', 'but', 'terima', 'kasih', 'hadir', 'ditengah', 'masyarakat', 'disaat', 'dibutuhkan', 'diandalkan', 'up', 'grade', 'merchat', 'belanja', 'tertera', 'menyingkron', 'merchant', 'belanja', 'terima', 'kasih']",tambah limitny sulit butuh but terima kasih hadir tengah masyarakat saat butuh andal up grade merchat belanja tera menyingkron merchant belanja terima kasih,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
saya dapat refrensi saudara and kawan saya di tempat kerja kalau limit pembelian barang belanja daring yang sangat bagus dan pelayanan cepat juga bunga ringan tidak membuat kantong yang kerja menipis semoga ajah kali pertama daftar bisa diterima di perseroan terbatas akun basic ajah dahulu terima kasih,5,2022-02-10 9:49:38,"['refrensi', 'saudara', 'and', 'kawan', 'kerja', 'limit', 'pembelian', 'barang', 'belanja', 'daring', 'bagus', 'pelayanan', 'cepat', 'bunga', 'ringan', 'kantong', 'kerja', 'menipis', 'semoga', 'ajah', 'kali', 'daftar', 'diterima', 'perseroan', 'terbatas', 'akun', 'basic', 'ajah', 'terima', 'kasih']",refrensi saudara and kawan kerja limit beli barang belanja daring bagus layan cepat bunga ringan kantong kerja tipis moga ajah kali daftar terima sero batas akun basic ajah terima kasih,-1,Outlier
saat ini saya hanya mendapat limit 1 3 itu sudah cukup membantu di saat mau beli barang daring beli pulsa bayar listrik bpjs bisa 3hr tidak kena bunga besar kalau pulsa bahkan harga sesuai nominal jadi lumayan membantu pernah kejadian beli barang di tokopedia ternyata tidak dikirim seller di batal saat itu juga tagihan di di batalkan juga so far so bagus lah,5,2019-07-07 11:41:52,"['limit', '1', '3', 'membantu', 'beli', 'barang', 'daring', 'beli', 'pulsa', 'bayar', 'listrik', 'bpjs', '3hr', 'kena', 'bunga', 'pulsa', 'harga', 'sesuai', 'nominal', 'lumayan', 'membantu', 'kejadian', 'beli', 'barang', 'tokopedia', 'dikirim', 'seller', 'batal', 'tagihan', 'batalkan', 'so', 'far', 'so', 'bagus']",limit 1 3 bantu beli barang daring beli pulsa bayar listrik bpjs 3hr kena bunga pulsa harga sesuai nominal lumayan bantu jadi beli barang tokopedia kirim seller batal tagih batal so far so bagus,-1,Outlier
praktis dan cepat dengan tawaran limit yang cukup tinggi dan bunga yang rendah,5,2024-10-16 2:24:08,"['praktis', 'cepat', 'tawaran', 'limit', 'bunga', 'rendah']",praktis cepat tawar limit bunga rendah,7_bunga mahal_bunga rendah_bunga biaya_pinjam bunga,FAC_7
yang sangat buruk sekali padahal saya tidak mempunyai tagihan berjalan atau tidak pernah terlambat dalam membayar tapi kenapa akun saya tiba di blokir permanen dan pada akhirny masalah saya tidak tersolusikan untuk pengguna lebih baik berpikir kembali untuk menggunakan aplikasi ini aplikasi sampah,1,2024-06-12 14:01:18,"['buruk', 'tagihan', 'berjalan', 'terlambat', 'membayar', 'akun', 'blokir', 'permanen', 'akhirny', 'tersolusikan', 'pengguna', 'berpikir', 'aplikasi', 'aplikasi', 'sampah']",buruk tagih jalan lambat bayar akun blokir permanen akhirny solusi guna pikir aplikasi aplikasi sampah,3_tagih bayar_bayar tagih_bayar tanggal_tanggal bayar,FAC_10
mudah dan cepat apa sekarang mau juga harus pakai virtual akun bank kalau tidak punya bagaimana mana mau cepat,1,2024-12-01 10:05:40,"['mudah', 'cepat', 'pakai', 'virtual', 'akun', 'bank', 'cepat']",mudah cepat pakai virtual akun bank cepat,4_transaksi mudah_dompet digital_digital dompet_mudah transaksi,FAC_7
selamat pagi sahabat dan para sahabat di indonesia husus saya merasa sangat membantu dengan adanya dan layanan atau fitur yang di sediakan di ini sangatlah membantu dan memudahkan bertransaksi atau menggunakan metode pembayaran proses cepat dan bunga produk sangat terjangkau dan bisa di cicil bunga ringan sangat membantu sekali bagi pengguna yang menengah ke bawah selamat dan sukses terus buat krew jaya terus,5,2023-03-21 1:45:25,"['selamat', 'pagi', 'sahabat', 'sahabat', 'indonesia', 'husus', 'membantu', 'layanan', 'fitur', 'sediakan', 'membantu', 'memudahkan', 'bertransaksi', 'metode', 'pembayaran', 'proses', 'cepat', 'bunga', 'produk', 'terjangkau', 'cicil', 'bunga', 'ringan', 'membantu', 'pengguna', 'menengah', 'selamat', 'sukses', 'krew', 'jaya']",selamat pagi sahabat sahabat indonesia husus bantu layan fitur sedia bantu mudah transaksi metode bayar proses cepat bunga produk jangkau cicil bunga ringan bantu guna tengah selamat sukses krew jaya,-1,Outlier
bagus untuk membantu belanja daring bisa bayar bulan depan cuma dendanya besar padahal terlambat sehari karena lupa cuma 3 dendanya lambat sehari 5 kalau denda pakai persentase akan ringan misal denda 5 dari pokok atau boleh denda segitu tapi tidak untuk yang terlambat 1 hari juga misal telatnya berhari silakan,3,2024-05-16 8:23:55,"['bagus', 'membantu', 'belanja', 'daring', 'bayar', 'dendanya', 'terlambat', 'sehari', 'lupa', '3', 'dendanya', 'lambat', 'sehari', '5', 'denda', 'pakai', 'persentase', 'ringan', 'denda', '5', 'pokok', 'denda', 'segitu', 'terlambat', '1', 'telatnya', 'berhari', 'silakan']",bagus bantu belanja daring bayar denda lambat hari lupa 3 denda lambat hari 5 denda pakai persentase ringan denda 5 pokok denda segitu lambat 1 telat hari sila,-1,Outlier
fintech aplikasi yang oke terpercaya mudah dalam menggunakan pengajuan sampai saat ini saya pakai limit yang diberikan cukup besar juga dan sangat membantu saya kalau ada keperluan darurat terutama yang penting tanggung jawab saat gunakan saran saya kalau bisa pembayaran tagihan cicilan bisa dipilih untuk lunasi di awal transaksi menggunakan qr code kalau bisa di perluas tidak sebatas dengan merchant yang kerja sama saja terutama bisa digunakan di minimart,5,2024-01-23 3:24:45,"['fintech', 'aplikasi', 'oke', 'terpercaya', 'mudah', 'pengajuan', 'pakai', 'limit', 'membantu', 'keperluan', 'darurat', 'tanggung', 'saran', 'pembayaran', 'tagihan', 'cicilan', 'dipilih', 'lunasi', 'transaksi', 'qr', 'code', 'perluas', 'sebatas', 'merchant', 'kerja', 'minimart']",fintech aplikasi oke terpercaya mudah aju pakai limit bantu perlu darurat tanggung saran bayar tagih cicil pilih lunas transaksi qr code luas batas merchant kerja minimart,-1,Outlier
tidak jelas lama ini tidak membantu tidak pernah terlambat membayar dipakai saja di tolak padahal limit masih mencukupi sampah awas jangan sampai terjebak dan kecewa lunas semua pembayaran akan saya uninstall sampah seperti ini sudah mau bangkrut,1,2022-10-15 3:21:19,"['membantu', 'terlambat', 'membayar', 'dipakai', 'tolak', 'limit', 'mencukupi', 'sampah', 'awas', 'terjebak', 'kecewa', 'lunas', 'pembayaran', 'uninstall', 'sampah', 'bangkrut']",bantu lambat bayar pakai tolak limit cukup sampah awas jebak kecewa lunas bayar uninstall sampah bangkrut,11_bayar lambat_lambat bayar_denda lambat_blokir bayar,FAC_10
pinjaman tunai dan untuk belanja ini sekarang bikin pusing sudah saya bayar dan saldo cukup tapi yang terjadi bahkan tidak bisa di pakai dan jika belanja selalu di tolak ada salah apa dengan akun saya ini tolong ya di perbaiki lagi sistemnya,1,2023-06-21 22:32:00,"['pinjaman', 'tunai', 'belanja', 'bikin', 'pusing', 'bayar', 'saldo', 'pakai', 'belanja', 'tolak', 'salah', 'akun', 'tolong', 'ya', 'perbaiki', 'sistemnya']",pinjam tunai belanja bikin pusing bayar saldo pakai belanja tolak salah akun tolong ya baik sistem,-1,Outlier
awalnya sih bagus lama tidak bisa buat pulsa padahal tidak pernah terlambat tidak dijelaskan juga alesan spesifiknya,2,2024-09-03 14:08:23,"['sih', 'bagus', 'pulsa', 'terlambat', 'alesan', 'spesifiknya']",sih bagus pulsa lambat alesan spesifik,21_mudah fleksibel_rumit mantap_mudah simpel_mudah mengunakan,FAC_3
sudah bertahun pakai dan tidak pernah sekalipun terlambat bayar awalnya cuma karena malas beli pulsa ke konter minggu kemarin dapat notif limitnya di tambah lagi cuman kok makin kesini makin rewel 3 hari lagi jatoh tempo sudah di whatsapp telpon apa tidak bisa bedain ya mana yang pembayarannya lancar sama yang tidak kalau tidak percaya sama membernya mending jangan kasih fasilitas paylater,5,2020-11-06 16:58:51,"['bertahun', 'pakai', 'terlambat', 'bayar', 'malas', 'beli', 'pulsa', 'konter', 'minggu', 'kemarin', 'notif', 'limitnya', 'cuman', 'kesini', 'rewel', '3', 'jatoh', 'tempo', 'whatsapp', 'telpon', 'bedain', 'ya', 'pembayarannya', 'lancar', 'percaya', 'membernya', 'mending', 'kasih', 'fasilitas', 'paylater']",tahun pakai lambat bayar malas beli pulsa konter minggu kemarin notif limit cuman kesini rewel 3 jatoh tempo whatsapp telpon bedain ya bayar lancar percaya membernya mending kasih fasilitas paylater,-1,Outlier
sudah dilunasin sebelum jatuh tempo langsung x tagihan bukannya bisa di pakai lagi bahkan error bagaimana sih sistem sekarang bahkan semakin buruk ada limit 5juta juga tidak bisa di pakai tolong perbaikan sistem masa ada tulisan tidak memenuhi syarat kalau tidak memenuhi syarat kenapa saya bisa pinjam juta dari awal,1,2023-11-01 0:34:08,"['dilunasin', 'jatuh', 'tempo', 'langsung', 'x', 'tagihan', 'pakai', 'error', 'sih', 'sistem', 'buruk', 'limit', '5juta', 'pakai', 'tolong', 'perbaikan', 'sistem', 'tulisan', 'memenuhi', 'syarat', 'memenuhi', 'syarat', 'pinjam', 'juta']",dilunasin jatuh tempo langsung x tagih pakai error sih sistem buruk limit 5juta pakai tolong baik sistem tulis penuh syarat penuh syarat pinjam juta,-1,Outlier
sekarang aneh 1 bulan masih bisa di pakai tapi yang cicilan 3 6 dan 1 tidak bisa alasan apa itu padahal sudah senang dapat limit 6bln niat mau ambil cicilan handphone karena handphone sudah rusak alasannya karena keamanan aneh banget kalau memang sudah tidak bisa tidak usah kasih limit ini limit dikasih tapi tidak bisa di pakai sudah kalau terlambat dendanya ngerih,3,2022-09-25 18:23:12,"['aneh', '1', 'pakai', 'cicilan', '3', '6', '1', 'alasan', 'senang', 'limit', '6bln', 'niat', 'ambil', 'cicilan', 'handphone', 'handphone', 'rusak', 'alasannya', 'keamanan', 'aneh', 'banget', 'kasih', 'limit', 'limit', 'dikasih', 'pakai', 'terlambat', 'dendanya', 'ngerih']",aneh 1 pakai cicil 3 6 1 alas senang limit 6bln niat ambil cicil handphone handphone rusak alas aman aneh banget kasih limit limit kasih pakai lambat denda ngerih,6_cicil bayar_bayar cicil_cicil lunas_ngikutin bayar,FAC_8
sudah 5 bulan pakai tapi limit tidak naik padahal pembayaran saya lancar cuma pernah terlambat 1x dan itu tidak lama cuma 1 hari lewat jatuh tempo tolong dong tim penilaian bantu saya agar saya bisa upgrade akun basic terima kasih,5,2023-11-17 23:04:36,"['5', 'pakai', 'limit', 'pembayaran', 'lancar', 'terlambat', '1x', '1', 'jatuh', 'tempo', 'tolong', 'tim', 'penilaian', 'bantu', 'upgrade', 'akun', 'basic', 'terima', 'kasih']",5 pakai limit bayar lancar lambat 1x 1 jatuh tempo tolong tim nilai bantu upgrade akun basic terima kasih,2_telpon layan_spam sms_telepon_telpon,FAC_10
senang banget bisa ketemu ini pengajuan di simpel dan cepat gapakek lama langsung setujui langsung masuk ke rekening plusnya lagi di bisa melakukan cicilan belanja dan juga semua transaksi cukup lewat handphone dari rumah dari kantor dari mana saja cocok buat yang tidak sempat belanja langsung ke minimarket swalayan atau mall di tambah tampilan userfriendly jadi semua kalangan umur bisa mudah menggunakan semua fitur nya rekomendasi,5,2022-08-21 19:29:22,"['senang', 'banget', 'ketemu', 'pengajuan', 'simpel', 'cepat', 'gapakek', 'langsung', 'setujui', 'langsung', 'masuk', 'rekening', 'plusnya', 'cicilan', 'belanja', 'transaksi', 'handphone', 'rumah', 'kantor', 'cocok', 'belanja', 'langsung', 'minimarket', 'swalayan', 'mall', 'tampilan', 'userfriendly', 'kalangan', 'umur', 'mudah', 'fitur', 'nya', 'rekomendasi']",senang banget ketemu aju simpel cepat gapakek langsung tuju langsung masuk rekening plus cicil belanja transaksi handphone rumah kantor cocok belanja langsung minimarket swalayan mall tampil userfriendly kalang umur mudah fitur nya rekomendasi,1_awas ojk_ojk aman_lindung ojk_ojk terpercaya,FAC_1
sangat membagongkan utang tidak ada pembayaran sudah lunas tapi pas mau pakai buat belanja di daring selalu masalah sama keamanan akun besoknya mau beli kuota iseng pakai bahkan bisa akan ngaur,1,2023-05-02 4:46:56,"['membagongkan', 'utang', 'pembayaran', 'lunas', 'pas', 'pakai', 'belanja', 'daring', 'keamanan', 'akun', 'besoknya', 'beli', 'kuota', 'iseng', 'pakai', 'ngaur']",bagong utang bayar lunas pas pakai belanja daring aman akun besok beli kuota iseng pakai ngaur,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
saya sudah terverifikasi dan telah melakukan pembelian pulsa menggunakan setelah mau pembayaran saya lupa pin dan saya terus berusaha untuk ganti pin tapi hasilnya nihil tidak bisa masuk sedangkan tagihan jatuh tempo sudah ada notifikasi dari sms dan ada denda perharinya ini bagaimana mau dibayar tapi susah untuk mengakses log in terima kasih,5,2022-01-11 4:53:16,"['terverifikasi', 'pembelian', 'pulsa', 'pembayaran', 'lupa', 'pin', 'berusaha', 'ganti', 'pin', 'hasilnya', 'nihil', 'masuk', 'tagihan', 'jatuh', 'tempo', 'notifikasi', 'sms', 'denda', 'perharinya', 'dibayar', 'susah', 'mengakses', 'log', 'in', 'terima', 'kasih']",verifikasi beli pulsa bayar lupa pin usaha ganti pin hasil nihil masuk tagih jatuh tempo notifikasi sms denda hari bayar susah akses log in terima kasih,-1,Outlier
bayar tidak pernah terlambat jauh sebelum jatuh tempo tapi sebulan ini mau belanja pakai limit mencukupi tapi tidak bisa transaksi aneeh kalau memang lagi perbaikan sistematis aplikasi tolong di informasikan dong,1,2022-12-18 7:21:19,"['bayar', 'terlambat', 'jatuh', 'tempo', 'sebulan', 'belanja', 'pakai', 'limit', 'mencukupi', 'transaksi', 'aneeh', 'perbaikan', 'sistematis', 'aplikasi', 'tolong', 'informasikan']",bayar lambat jatuh tempo bulan belanja pakai limit cukup transaksi aneeh baik sistematis aplikasi tolong informasi,0_belanja mudah_mudah belanja_belanja bayar_kupon gratis,FAC_8
aku suka dan suka sekali pakai banyak menguntungkan aku yang selalu ingin belanja daring tapi belum ada uang buy now ini solusi tepat untuk kalian bayar bisa pakai ini rekomendasi deh pokok dijamin puas memakain senang sih pakai ini bunga ringan limitpun bertambah otomatis setelah pemakaian 3 bulan mau pinjam uang tunai dari sayang biaya admin banyak banget tapi bagus kok aplikasi nya,5,2023-01-30 0:38:29,"['suka', 'suka', 'pakai', 'menguntungkan', 'belanja', 'daring', 'uang', 'buy', 'now', 'solusi', 'bayar', 'pakai', 'rekomendasi', 'deh', 'pokok', 'dijamin', 'puas', 'memakain', 'senang', 'sih', 'pakai', 'bunga', 'ringan', 'limitpun', 'bertambah', 'otomatis', 'pemakaian', '3', 'pinjam', 'uang', 'tunai', 'sayang', 'biaya', 'admin', 'banget', 'bagus', 'aplikasi', 'nya']",suka suka pakai untung belanja daring uang buy now solusi bayar pakai rekomendasi deh pokok jamin puas memakain senang sih pakai bunga ringan limit tambah otomatis pakai 3 pinjam uang tunai sayang biaya admin banget bagus aplikasi nya,-1,Outlier
dahulu banget pernah unduh dan pengajuan tapi belum sempat di gunakan karena waktu itu belanja di tokopedia pembayaran melalui tapi tidak tauu lupa dahulu kendalanya apaa terus sempat hapus instalan karena kokk tidak bisa sekarang setelah sekian tahun unduh lagi bisa acc cepat lumayan bisa untuk transaksi segala macem dan pengajuan dana tunai juga mudah bunga juga tidak terlalu tinggi standar terima kasih kredivo,5,2023-03-04 9:37:03,"['banget', 'unduh', 'pengajuan', 'belanja', 'tokopedia', 'pembayaran', 'tauu', 'lupa', 'kendalanya', 'apaa', 'hapus', 'instalan', 'kokk', 'sekian', 'unduh', 'acc', 'cepat', 'lumayan', 'transaksi', 'macem', 'pengajuan', 'dana', 'tunai', 'mudah', 'bunga', 'standar', 'terima', 'kasih', 'kredivo']",banget unduh aju belanja tokopedia bayar tauu lupa kendala apaa hapus instalan kokk sekian unduh acc cepat lumayan transaksi macem aju dana tunai mudah bunga standar terima kasih kredivo,-1,Outlier
percuma punya sisa limit tanggung punya kupon banyak kalau tidak bisa digunakan bisa digunakan kalau cicilan beres dan limit naik lagi harus tunggu 6 1 bulan sistem harus dikaji ulang mau belanja cuma bisa 3 6 atau 1 bulan sekali tunggu limitnya naik lihat dong sistem lain begitu dibayar limit berangsur naik ini mah tidak harus tunggu lunas eh mau di lunasin satu juga tidak bisa harus semuanya langsung payah sih,1,2024-04-14 5:04:45,"['sisa', 'limit', 'tanggung', 'kupon', 'cicilan', 'beres', 'limit', 'tunggu', '6', '1', 'sistem', 'dikaji', 'ulang', 'belanja', '3', '6', '1', 'tunggu', 'limitnya', 'lihat', 'sistem', 'dibayar', 'limit', 'berangsur', 'mah', 'tunggu', 'lunas', 'eh', 'lunasin', 'langsung', 'payah', 'sih']",sisa limit tanggung kupon cicil beres limit tunggu 6 1 sistem kaji ulang belanja 3 6 1 tunggu limit lihat sistem bayar limit angsur mah tunggu lunas eh lunasin langsung payah sih,6_cicil bayar_bayar cicil_cicil lunas_ngikutin bayar,FAC_8
awal saja gampang ngajukan makin lama makin susah bahkan di tolak kalaupun akun dibekukan karena pernah terlambat padahal dari terlambat bayar sudah berbulan tidak pakai padahal akun sudah premium limit sampai 3jt ngajukan 5rb saja susah banget,1,2024-01-26 22:35:29,"['gampang', 'ngajukan', 'susah', 'tolak', 'akun', 'dibekukan', 'terlambat', 'terlambat', 'bayar', 'berbulan', 'pakai', 'akun', 'premium', 'limit', '3jt', 'ngajukan', '5rb', 'susah', 'banget']",gampang ngajukan susah tolak akun beku lambat lambat bayar bulan pakai akun premium limit 3jt ngajukan 5rb susah banget,-1,Outlier
